data_path,target_path,room_corners,room_absorption,room_mics,room_source
/home/felix/rirnet/peaks_GAN_refiner/database/data/279_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/279_p.npy,"[[15.593763  15.593763   7.438228   7.438228   0.         0.
  10.690331  10.690331  10.690331  15.593763 ]
 [ 7.068261  19.84187   19.84187   13.666887  13.666887   0.
   0.         7.068261   7.068261   7.068261 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4536376]]","[0.25229339 0.25229339 0.25229339 0.25229339 0.25229339 0.25229339
 0.25229339 0.25229339 0.25229339 0.25229339]",[4.30233081 9.71194345 0.96490881],[ 7.00735126 12.24437657  1.45854494]
/home/felix/rirnet/peaks_GAN_refiner/database/data/280_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/280_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[ 3.74596598 10.45486768  1.990424  ],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/281_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/281_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[ 3.01790337 17.44382096  2.63583566],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/282_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/282_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[8.37174735 9.86971123 1.3996737 ],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/283_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/283_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[ 2.03331281 15.35871125  0.99536244],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/284_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/284_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[ 2.26134151 15.95719296  1.59011095],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/285_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/285_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[13.1341965  15.79419027  1.2883107 ],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/286_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/286_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[2.38969292 6.24610003 2.37951776],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/287_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/287_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[4.5718919  8.77335554 2.38242767],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/288_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/288_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[13.0451402   8.1889963   1.76199619],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/289_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/289_p.npy,"[[ 9.296765    0.03021339  0.03021339  0.          0.         13.8178625
  13.8178625   9.296765    9.296765    9.296765  ]
 [18.766487   18.766487   17.859304   17.859304    0.          0.
  17.859304   17.859304   17.859304   18.766487  ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          3.9568315 ]]","[0.11531861 0.11531861 0.11531861 0.11531861 0.11531861 0.11531861
 0.11531861 0.11531861 0.11531861 0.11531861]",[ 0.58044921 13.54030568  2.3796196 ],[ 4.27704529 16.47473984  1.39896235]
/home/felix/rirnet/peaks_GAN_refiner/database/data/290_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/290_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[15.5169823   6.42914275  1.80594767],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/291_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/291_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[9.66010492 8.27559076 0.85734578],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/292_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/292_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[4.75115091 4.39510341 1.25338412],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/293_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/293_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[13.07231245  1.2613153   1.5472597 ],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/294_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/294_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[13.02188478 15.49612319  0.52248131],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/295_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/295_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[18.37065721 14.44536956  1.46982048],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/296_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/296_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[12.31561156  0.95051652  0.62670733],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/297_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/297_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[14.74754992 13.325631    1.89582583],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/298_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/298_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[15.88225353  9.41372645  1.86985228],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/299_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/299_p.npy,"[[19.272114  19.272114  10.637564  10.637564   0.         0.
  14.096283  14.096283  14.096283  19.272114 ]
 [ 4.263162  16.527159  16.527159   9.818873   9.818873   0.
   0.         4.263162   4.263162   4.263162 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         2.4874675]]","[0.51695059 0.51695059 0.51695059 0.51695059 0.51695059 0.51695059
 0.51695059 0.51695059 0.51695059 0.51695059]",[9.03574557 5.00083264 0.57185152],[13.79924295 13.38863626  1.10485648]
/home/felix/rirnet/peaks_GAN_refiner/database/data/300_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/300_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[ 6.13030086 15.26703064  1.37379567],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/301_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/301_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[1.2447379  6.89826355 1.10395509],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/302_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/302_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[14.51170666 16.09660846  1.24021836],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/303_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/303_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[11.04527801 10.34900122  1.16444542],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/304_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/304_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[1.01389405 4.86654847 0.78038931],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/305_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/305_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[3.96468086 2.81523532 0.58077133],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/306_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/306_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[ 1.05599051 10.95132932  1.85918951],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/307_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/307_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[14.12131181 15.66516041  0.94043343],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/308_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/308_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[ 1.50631383 13.39047608  1.42362716],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/309_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/309_p.npy,"[[16.822544  0.        0.       16.822544 16.822544 16.822544]
 [16.889706 16.889706  0.        0.        0.       16.889706]
 [ 0.        0.        0.        0.        0.        2.506019]]",[0.65311462 0.65311462 0.65311462 0.65311462 0.65311462 0.65311462],[ 8.39074029 13.10235492  1.88596478],[ 9.56435798 11.35751488  0.82958233]
/home/felix/rirnet/peaks_GAN_refiner/database/data/310_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/310_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[9.47086973 5.34580662 0.8126809 ],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/311_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/311_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[1.15636469 3.28420854 2.01780623],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/312_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/312_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[ 9.96352597 16.53216657  2.85734645],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/313_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/313_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[2.43848033 9.03366461 0.63276415],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/314_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/314_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[9.09903206 5.31641559 1.122648  ],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/315_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/315_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[6.34862893 1.09648701 2.35384065],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/316_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/316_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[ 6.15477247 10.51846999  2.42752572],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/317_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/317_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[6.76896845 2.03240465 2.59908236],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/318_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/318_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[ 9.21582477 10.79854147  1.74233655],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/319_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/319_p.npy,"[[ 7.0603323  2.2829661  2.2829661  0.         0.        11.1211605
  11.1211605  7.0603323  7.0603323  7.0603323]
 [11.454486  11.454486  17.342972  17.342972   0.         0.
  17.342972  17.342972  17.342972  11.454486 ]
 [ 0.         0.         0.         0.         0.         0.
   0.         0.         0.         3.8363   ]]","[0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665 0.3412665
 0.3412665 0.3412665 0.3412665]",[7.12811448 7.30490475 3.02433234],[7.92784345 1.407797   2.50830526]
/home/felix/rirnet/peaks_GAN_refiner/database/data/320_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/320_p.npy,"[[ 8.045332  8.045332  0.        0.       13.435068 13.435068 13.435068
   8.045332]
 [14.448259 16.988213 16.988213  0.        0.       14.448259 14.448259
  14.448259]
 [ 0.        0.        0.        0.        0.        0.        0.
   3.634196]]","[0.25315125 0.25315125 0.25315125 0.25315125 0.25315125 0.25315125
 0.25315125 0.25315125]",[11.15363506  9.27684626  1.71180345],[8.53893157 6.17401261 2.96246819]
/home/felix/rirnet/peaks_GAN_refiner/database/data/321_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/321_p.npy,"[[ 8.045332  8.045332  0.        0.       13.435068 13.435068 13.435068
   8.045332]
 [14.448259 16.988213 16.988213  0.        0.       14.448259 14.448259
  14.448259]
 [ 0.        0.        0.        0.        0.        0.        0.
   3.634196]]","[0.25315125 0.25315125 0.25315125 0.25315125 0.25315125 0.25315125
 0.25315125 0.25315125]",[8.72020296 6.2334945  2.7106693 ],[8.53893157 6.17401261 2.96246819]
/home/felix/rirnet/peaks_GAN_refiner/database/data/322_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/322_p.npy,"[[ 8.045332  8.045332  0.        0.       13.435068 13.435068 13.435068
   8.045332]
 [14.448259 16.988213 16.988213  0.        0.       14.448259 14.448259
  14.448259]
 [ 0.        0.        0.        0.        0.        0.        0.
   3.634196]]","[0.25315125 0.25315125 0.25315125 0.25315125 0.25315125 0.25315125
 0.25315125 0.25315125]",[11.41782513  8.37753577  0.79077887],[8.53893157 6.17401261 2.96246819]
/home/felix/rirnet/peaks_GAN_refiner/database/data/323_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/323_p.npy,"[[ 8.045332  8.045332  0.        0.       13.435068 13.435068 13.435068
   8.045332]
 [14.448259 16.988213 16.988213  0.        0.       14.448259 14.448259
  14.448259]
 [ 0.        0.        0.        0.        0.        0.        0.
   3.634196]]","[0.25315125 0.25315125 0.25315125 0.25315125 0.25315125 0.25315125
 0.25315125 0.25315125]",[8.363101   7.95282403 1.24870766],[8.53893157 6.17401261 2.96246819]
/home/felix/rirnet/peaks_GAN_refiner/database/data/324_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/324_p.npy,"[[ 8.045332  8.045332  0.        0.       13.435068 13.435068 13.435068
   8.045332]
 [14.448259 16.988213 16.988213  0.        0.       14.448259 14.448259
  14.448259]
 [ 0.        0.        0.        0.        0.        0.        0.
   3.634196]]","[0.25315125 0.25315125 0.25315125 0.25315125 0.25315125 0.25315125
 0.25315125 0.25315125]",[1.76074824 8.89435887 0.68837932],[8.53893157 6.17401261 2.96246819]
/home/felix/rirnet/peaks_GAN_refiner/database/data/325_d.npy,/home/felix/rirnet/peaks_GAN_refiner/database/data/325_p.npy,"[[ 8.045332  8.045332  0.        0.       13.435068 13.435068 13.435068
   8.045332]
 [14.448259 16.988213 16.988213  0.        0.       14.448259 14.448259
  14.448259]
 [ 0.        0.        0.        0.        0.        0.        0.
   3.634196]]","[0.25315125 0.25315125 0.25315125 0.25315125 0.25315125 0.25315125
 0.25315125 0.25315125]",[ 6.8140848  15.38262888  2.2353739 ],[8.53893157 6.17401261 2.96246819]
